18,87052998	43,18331413	52,26822847	45,54012211	46,82107097	46,68716629	67,95658021	66,31622414	70,48252414	62,08579651	39,77639757	50,30345017	75,99068988	52,90694188	44,98601796	32,0934379	64,85322047	37,41975856	19,30233519	9,460521076
15,50516072	17,04266733	42,03303415	40,67896589	33,58333982	34,38519286	39,11511775	45,69949144	47,92485756	53,59051722	56,08115501	49,86511599	70,67899508	60,57909823	33,08184404	33,79989939	24,78401037	29,64472891	33,96748498	33,88170254
37,72352509	40,07793831	40,65655406	40,06754693	31,07035894	27,24614503	28,08082867	32,8514601	40,29574224	44,27976116	68,06545969	54,29393335	66,96561861	53,52570109	56,40861222	49,81540188	48,38710416	37,44416361	28,01484986	38,04128012
28,34254885	37,50664668	37,7222199	38,96034601	43,09960415	44,35017878	49,17447144	50,28605774	65,43159209	56,21887406	62,51473728	60,26190185	70,37687987	72,12572373	75,1793113	62,31831433	57,02544779	54,13470419	49,79878725	44,03176301
23,49271651	27,64365086	29,14621476	33,62013833	43,06260895	51,80297148	50,71611088	75,91232399	58,91888023	53,03860163	56,67883021	81,29631046	86,60380188	79,43993198	66,76104749	70,47572168	67,49882247	48,89278015	43,30562447	28,57349247
22,95344411	32,50325371	34,90253956	42,16749053	49,31511437	57,60243979	62,4503592	70,50910569	59,89450966	52,84326214	81,65865088	77,99191437	66,08129185	64,09446022	60,1552882	56,75847539	46,4374161	47,87544079	34,42109524	26,54508368
29,04687848	34,27827129	45,21415077	52,7417286	64,50394887	71,86473203	60,09061337	62,22635663	55,11395108	47,97042098	63,30697717	59,04293822	79,94352181	66,05020615	57,88079245	43,89839071	44,48591437	45,66023228	53,58811795	38,62351417
42,24810796	41,16172317	51,09481266	64,47909579	78,18295753	64,44510619	48,63078869	45,89545817	52,46471818	52,26397784	54,46025982	62,72401024	45,20148174	36,75051579	48,15486571	47,8684022	46,50316851	56,81716577	43,0472527	32,36245279
47,37696676	40,7658323	33,45015225	33,32606071	47,4737268	44,57468957	44,62871757	50,13724872	49,52776482	60,00743018	56,1609521	40,25844393	37,79149425	29,12618167	36,41112567	31,77238766	29,34740941	30,28101606	24,64900307	24,67111022
12,57373613	25,18003468	24,43463637	27,72252903	28,33572496	44,24540857	58,19229429	73,88162794	54,9915673	49,89525597	37,37150045	38,69540241	33,10255441	33,32249484	34,41599052	38,16060054	43,62339919	30,89149304	30,30555028	31,1360663
